transaction_id,date,customer_id,sku_id,quantity,unit_price_actual,discount_applied,net_revenue
TXN03424,2024-07-02,C019,SKU005,24,11.13,0.0,267.12
TXN03607,2024-07-02,C005,SKU009,48,39.0,0.0,1872.0
TXN03645,2024-07-02,C019,SKU006,48,19.0,0.0,912.0
TXN03727,2024-07-02,C018,SKU002,24,10.96,1.04,263.04
TXN03899,2024-07-02,C002,SKU013,12,9.9,0.0,118.8
TXN04049,2024-07-02,C003,SKU007,96,11.5,0.0,1104.0
TXN04089,2024-07-02,C011,SKU012,3,20.0,0.0,60.0
TXN04150,2024-07-02,C015,SKU004,1,20.5,0.0,20.5
TXN04495,2024-07-02,C001,SKU004,12,9.92,0.0,119.04
TXN04703,2024-07-02,C005,SKU001,6,13.2,0.0,79.2
TXN04866,2024-07-02,C020,SKU008,24,38.52,0.0,924.48
TXN04970,2024-07-02,C005,SKU014,24,10.5,0.0,252.0
TXN00019,2024-07-03,C014,SKU002,2,20.0,0.0,40.0
TXN00045,2024-07-03,C007,SKU025,12,42.58,0.82,510.96
TXN00104,2024-07-03,C010,SKU004,24,16.4,0.0,393.6
TXN00662,2024-07-03,C011,SKU012,2,18.61,1.39,37.22
TXN00724,2024-07-03,C015,SKU006,2,19.0,0.0,38.0
TXN00946,2024-07-03,C014,SKU018,2,6.29,0.0,12.58
TXN01182,2024-07-03,C001,SKU018,24,6.29,0.0,150.96
TXN01295,2024-07-03,C001,SKU001,12,10.65,0.0,127.8
TXN01317,2024-07-03,C017,SKU006,24,15.2,0.0,364.8
TXN01348,2024-07-03,C014,SKU003,1,21.0,0.0,21.0
TXN01491,2024-07-03,C006,SKU006,12,13.3,0.0,159.6
TXN01530,2024-07-03,C020,SKU002,48,10.7,0.0,513.6
TXN01639,2024-07-03,C015,SKU005,1,23.0,0.0,23.0
TXN01688,2024-07-03,C009,SKU015,144,14.4,0.0,2073.6
TXN01748,2024-07-03,C002,SKU017,24,8.03,0.0,192.72
TXN01898,2024-07-03,C002,SKU010,12,9.1,0.0,109.2
TXN02022,2024-07-03,C002,SKU010,48,9.1,0.0,436.8
TXN02037,2024-07-03,C001,SKU003,6,10.16,0.0,60.96
TXN02072,2024-07-03,C014,SKU012,2,20.0,0.0,40.0
TXN02244,2024-07-03,C003,SKU004,24,9.5,1.47,228.0
TXN02271,2024-07-03,C020,SKU021,24,14.98,0.0,359.52
TXN02323,2024-07-03,C005,SKU011,48,15.2,0.0,729.6
TXN02437,2024-07-03,C014,SKU016,1,18.0,0.0,18.0
TXN03294,2024-07-03,C003,SKU019,24,7.49,0.0,179.76
TXN03312,2024-07-03,C003,SKU010,96,9.1,0.0,873.6
TXN03368,2024-07-03,C002,SKU025,48,33.17,0.0,1592.16
TXN03448,2024-07-03,C002,SKU008,24,38.52,0.0,924.48
TXN03700,2024-07-03,C005,SKU002,24,12.0,0.0,288.0
TXN03996,2024-07-03,C011,SKU015,1,18.0,0.0,18.0
TXN04279,2024-07-03,C019,SKU018,48,6.29,0.0,301.92
TXN04286,2024-07-03,C015,SKU004,1,20.5,0.0,20.5
TXN04442,2024-07-03,C019,SKU001,24,10.65,0.0,255.6
TXN00036,2024-07-04,C020,SKU021,24,14.98,0.0,359.52
TXN00145,2024-07-04,C015,SKU010,1,17.0,0.0,17.0
TXN00370,2024-07-04,C001,SKU016,24,8.71,0.0,209.04
TXN00542,2024-07-04,C018,SKU014,24,10.5,0.0,252.0
TXN00580,2024-07-04,C019,SKU017,48,6.75,0.51,324.0
TXN00790,2024-07-04,C020,SKU004,6,10.97,0.0,65.82
TXN00844,2024-07-04,C019,SKU022,12,23.23,0.0,278.76
TXN00894,2024-07-04,C020,SKU012,24,10.7,0.0,256.8
TXN01490,2024-07-04,C017,SKU005,24,18.4,0.0,441.6
TXN01680,2024-07-04,C019,SKU006,48,9.2,0.0,441.6
TXN01749,2024-07-04,C019,SKU006,12,8.04,1.16,96.48
TXN01918,2024-07-04,C002,SKU002,6,10.7,0.0,64.2
TXN02276,2024-07-04,C001,SKU016,48,8.71,0.0,418.08
TXN02877,2024-07-04,C014,SKU014,1,17.5,0.0,17.5
TXN02905,2024-07-04,C010,SKU012,24,16.0,0.0,384.0
TXN03001,2024-07-04,C001,SKU014,48,8.47,0.0,406.56
TXN03066,2024-07-04,C008,SKU003,144,14.7,0.0,2116.8
TXN03167,2024-07-04,C003,SKU001,24,11.77,0.0,282.48
TXN03986,2024-07-04,C004,SKU007,24,12.9,0.0,309.6
TXN03990,2024-07-04,C005,SKU016,12,10.8,0.0,129.6
TXN04019,2024-07-04,C018,SKU002,12,12.0,0.0,144.0
TXN04289,2024-07-04,C001,SKU012,12,9.68,0.0,116.16
TXN04411,2024-07-04,C006,SKU008,24,50.4,0.0,1209.6
TXN04665,2024-07-04,C008,SKU003,48,14.7,0.0,705.6
TXN04694,2024-07-04,C004,SKU010,48,10.2,0.0,489.6
TXN04863,2024-07-04,C019,SKU006,96,9.2,0.0,883.2
TXN00501,2024-07-05,C020,SKU018,24,6.96,0.0,167.04
TXN00674,2024-07-05,C019,SKU014,48,8.47,0.0,406.56
TXN00921,2024-07-05,C001,SKU020,6,7.74,0.0,46.44
TXN00957,2024-07-05,C019,SKU003,48,10.16,0.0,487.68
TXN00967,2024-07-05,C001,SKU001,48,9.97,0.68,478.56
TXN01170,2024-07-05,C001,SKU014,12,8.47,0.0,101.64
TXN01174,2024-07-05,C001,SKU002,48,9.68,0.0,464.64
TXN01238,2024-07-05,C003,SKU004,24,10.97,0.0,263.28
TXN02921,2024-07-05,C020,SKU001,48,11.77,0.0,564.96
TXN03166,2024-07-05,C003,SKU018,96,6.96,0.0,668.16
TXN03236,2024-07-05,C019,SKU022,12,23.23,0.0,278.76
TXN03421,2024-07-05,C004,SKU002,48,11.36,0.64,545.28
TXN03462,2024-07-05,C002,SKU018,144,6.96,0.0,1002.24
TXN03691,2024-07-05,C004,SKU013,12,9.88,1.22,118.56
TXN03794,2024-07-05,C007,SKU018,24,9.1,0.0,218.4
TXN03946,2024-07-05,C020,SKU006,12,10.17,0.0,122.04
TXN04325,2024-07-05,C014,SKU018,2,13.0,0.0,26.0
TXN04451,2024-07-05,C004,SKU013,24,9.26,1.84,222.24
TXN00126,2024-07-06,C020,SKU014,24,7.73,1.63,185.52
TXN00336,2024-07-06,C005,SKU018,6,7.8,0.0,46.8
TXN01090,2024-07-06,C011,SKU001,2,22.0,0.0,44.0
TXN01131,2024-07-06,C019,SKU014,144,8.47,0.0,1219.68
TXN01262,2024-07-06,C017,SKU015,24,14.4,0.0,345.6
TXN01298,2024-07-06,C002,SKU006,6,10.17,0.0,61.02
TXN01443,2024-07-06,C005,SKU018,6,7.8,0.0,46.8
TXN01628,2024-07-06,C010,SKU017,96,12.0,0.0,1152.0
TXN01675,2024-07-06,C002,SKU006,96,10.17,0.0,976.32
TXN01744,2024-07-06,C020,SKU001,24,11.77,0.0,282.48
TXN01836,2024-07-06,C001,SKU018,48,6.29,0.0,301.92
TXN01838,2024-07-06,C003,SKU010,24,9.1,0.0,218.4
TXN01887,2024-07-06,C017,SKU018,6,10.4,0.0,62.4
TXN02362,2024-07-06,C009,SKU014,12,14.0,0.0,168.0
TXN02378,2024-07-06,C009,SKU020,24,12.8,0.0,307.2
TXN02451,2024-07-06,C001,SKU021,12,13.55,0.0,162.6
TXN02724,2024-07-06,C012,SKU006,3,19.0,0.0,57.0
TXN03034,2024-07-06,C011,SKU020,6,16.0,0.0,96.0
TXN03140,2024-07-06,C002,SKU006,48,8.63,1.54,414.24
TXN03195,2024-07-06,C016,SKU017,6,10.98,1.02,65.88
TXN03221,2024-07-06,C011,SKU012,2,20.0,0.0,40.0
TXN03505,2024-07-06,C002,SKU012,24,10.7,0.0,256.8
TXN04029,2024-07-06,C001,SKU021,48,13.55,0.0,650.4
TXN04104,2024-07-06,C004,SKU006,48,11.4,0.0,547.2
TXN04309,2024-07-06,C012,SKU007,2,21.5,0.0,43.0
TXN04409,2024-07-06,C015,SKU003,1,21.0,0.0,21.0
TXN04762,2024-07-06,C005,SKU017,48,9.0,0.0,432.0
TXN04976,2024-07-06,C004,SKU003,144,12.6,0.0,1814.4
TXN00239,2024-07-07,C006,SKU010,6,11.9,0.0,71.4
TXN00271,2024-07-07,C004,SKU013,6,11.1,0.0,66.6
TXN01078,2024-07-07,C020,SKU009,24,34.77,0.0,834.48
TXN01329,2024-07-07,C002,SKU002,12,10.7,0.0,128.4
TXN01403,2024-07-07,C013,SKU019,3,14.0,0.0,42.0
TXN01618,2024-07-07,C016,SKU002,6,16.0,0.0,96.0
TXN01761,2024-07-07,C019,SKU017,12,7.26,0.0,87.12
TXN02025,2024-07-07,C011,SKU021,2,14.98,0.0,29.96
TXN02196,2024-07-07,C008,SKU020,12,11.2,0.0,134.4
TXN02320,2024-07-07,C002,SKU013,144,9.9,0.0,1425.6
TXN02471,2024-07-07,C020,SKU006,96,10.17,0.0,976.32
TXN02590,2024-07-07,C005,SKU015,12,10.8,0.0,129.6
TXN02623,2024-07-07,C001,SKU002,12,9.68,0.0,116.16
TXN02738,2024-07-07,C001,SKU004,24,9.92,0.0,238.08
TXN03464,2024-07-07,C007,SKU002,12,14.0,0.0,168.0
TXN03525,2024-07-07,C001,SKU013,96,8.95,0.0,859.2
TXN04138,2024-07-07,C001,SKU014,12,8.47,0.0,101.64
TXN04865,2024-07-07,C004,SKU006,12,11.4,0.0,136.8
TXN04946,2024-07-07,C001,SKU018,48,6.29,0.0,301.92
TXN00062,2024-07-08,C001,SKU024,12,11.62,0.0,139.44
TXN00091,2024-07-08,C020,SKU004,12,10.97,0.0,131.64
TXN00198,2024-07-08,C001,SKU012,12,9.68,0.0,116.16
TXN00280,2024-07-08,C001,SKU022,12,23.23,0.0,278.76
TXN00469,2024-07-08,C004,SKU010,144,10.2,0.0,1468.8
TXN00507,2024-07-08,C015,SKU007,3,21.5,0.0,64.5
TXN00557,2024-07-08,C005,SKU003,96,12.6,0.0,1209.6
TXN00754,2024-07-08,C001,SKU008,24,34.85,0.0,836.4
TXN01107,2024-07-08,C003,SKU018,96,6.96,0.0,668.16
TXN01322,2024-07-08,C005,SKU013,6,11.1,0.0,66.6
TXN01629,2024-07-08,C004,SKU005,12,13.8,0.0,165.6
TXN01637,2024-07-08,C001,SKU018,12,6.29,0.0,75.48
TXN01958,2024-07-08,C002,SKU010,144,9.1,0.0,1310.4
TXN02088,2024-07-08,C015,SKU019,1,14.0,0.0,14.0
TXN02309,2024-07-08,C020,SKU010,48,9.1,0.0,436.8
TXN02333,2024-07-08,C006,SKU012,48,14.0,0.0,672.0
TXN02718,2024-07-08,C004,SKU003,24,12.6,0.0,302.4
TXN02729,2024-07-08,C018,SKU017,12,9.0,0.0,108.0
TXN02886,2024-07-08,C005,SKU018,144,7.8,0.0,1123.2
TXN02890,2024-07-08,C009,SKU014,48,14.0,0.0,672.0
TXN03010,2024-07-08,C003,SKU018,6,6.96,0.0,41.76
TXN03226,2024-07-08,C003,SKU006,24,10.17,0.0,244.08
TXN03423,2024-07-08,C001,SKU010,24,8.23,0.0,197.52
TXN03475,2024-07-08,C018,SKU011,24,11.4,0.0,273.6
TXN03615,2024-07-08,C014,SKU001,2,22.0,0.0,44.0
TXN03703,2024-07-08,C001,SKU002,48,9.68,0.0,464.64
TXN03739,2024-07-08,C001,SKU018,12,6.29,0.0,75.48
TXN03743,2024-07-08,C019,SKU010,12,8.23,0.0,98.76
TXN03894,2024-07-08,C001,SKU014,48,7.86,0.61,377.28
TXN04000,2024-07-08,C005,SKU018,12,7.8,0.0,93.6
TXN04107,2024-07-08,C009,SKU002,12,16.0,0.0,192.0
TXN04285,2024-07-08,C008,SKU003,12,14.7,0.0,176.4
TXN04291,2024-07-08,C002,SKU006,6,10.17,0.0,61.02
TXN04347,2024-07-08,C020,SKU018,24,6.96,0.0,167.04
TXN04764,2024-07-08,C002,SKU010,24,9.1,0.0,218.4
TXN04908,2024-07-08,C015,SKU001,2,13.2,0.0,26.4
TXN00013,2024-07-09,C018,SKU010,24,10.2,0.0,244.8
TXN00537,2024-07-09,C009,SKU020,24,12.8,0.0,307.2
TXN00714,2024-07-09,C018,SKU011,48,11.4,0.0,547.2
TXN00788,2024-07-09,C002,SKU010,48,9.1,0.0,436.8
TXN00864,2024-07-09,C014,SKU018,1,13.0,0.0,13.0
TXN01003,2024-07-09,C003,SKU017,24,8.03,0.0,192.72
TXN01122,2024-07-09,C003,SKU002,48,10.7,0.0,513.6
TXN01194,2024-07-09,C018,SKU007,24,12.9,0.0,309.6
TXN01447,2024-07-09,C001,SKU002,12,9.68,0.0,116.16
TXN01626,2024-07-09,C001,SKU007,24,10.41,0.0,249.84
TXN01715,2024-07-09,C014,SKU020,4,14.14,1.86,56.56
TXN01793,2024-07-09,C019,SKU001,24,9.38,1.27,225.12
TXN02870,2024-07-09,C005,SKU025,24,37.2,0.0,892.8
TXN02896,2024-07-09,C001,SKU016,48,8.71,0.0,418.08
TXN03322,2024-07-09,C002,SKU022,96,25.68,0.0,2465.28
TXN03493,2024-07-09,C003,SKU004,12,10.97,0.0,131.64
TXN03508,2024-07-09,C012,SKU003,1,21.0,0.0,21.0
TXN03619,2024-07-09,C011,SKU018,1,13.0,0.0,13.0
TXN03655,2024-07-09,C014,SKU019,1,14.0,0.0,14.0
TXN03744,2024-07-09,C004,SKU006,6,11.4,0.0,68.4
TXN03860,2024-07-09,C001,SKU018,144,6.29,0.0,905.76
TXN04116,2024-07-09,C014,SKU016,1,16.91,1.09,16.91
TXN04351,2024-07-09,C014,SKU001,2,22.0,0.0,44.0
TXN04448,2024-07-09,C003,SKU018,6,6.96,0.0,41.76
TXN04676,2024-07-09,C001,SKU012,48,9.68,0.0,464.64
TXN04788,2024-07-09,C016,SKU011,12,15.2,0.0,182.4
TXN04858,2024-07-09,C012,SKU016,2,18.0,0.0,36.0
TXN04951,2024-07-09,C001,SKU002,12,9.68,0.0,116.16
TXN00059,2024-07-10,C019,SKU005,12,11.13,0.0,133.56
TXN00148,2024-07-10,C013,SKU005,1,23.0,0.0,23.0
TXN00879,2024-07-10,C014,SKU010,2,17.0,0.0,34.0
TXN01451,2024-07-10,C002,SKU006,24,10.17,0.0,244.08
TXN01741,2024-07-10,C004,SKU002,96,12.0,0.0,1152.0
TXN01812,2024-07-10,C006,SKU021,48,19.6,0.0,940.8
TXN01832,2024-07-10,C019,SKU017,48,7.26,0.0,348.48
TXN01846,2024-07-10,C004,SKU012,48,10.46,1.54,502.08
TXN02166,2024-07-10,C011,SKU002,6,20.0,0.0,120.0
TXN02666,2024-07-10,C018,SKU012,48,10.53,1.47,505.44
TXN02683,2024-07-10,C001,SKU008,12,34.85,0.0,418.2
TXN02688,2024-07-10,C018,SKU004,144,12.3,0.0,1771.2
TXN02746,2024-07-10,C003,SKU004,6,10.97,0.0,65.82
TXN02784,2024-07-10,C018,SKU006,96,11.4,0.0,1094.4
TXN02872,2024-07-10,C019,SKU019,24,6.78,0.0,162.72
TXN03311,2024-07-10,C002,SKU012,144,14.0,0.0,2016.0
TXN04356,2024-07-10,C003,SKU001,6,11.77,0.0,70.62
TXN04486,2024-07-10,C001,SKU001,6,10.65,0.0,63.9
TXN04682,2024-07-10,C014,SKU013,3,18.5,0.0,55.5
TXN04729,2024-07-10,C006,SKU002,48,13.34,0.66,640.32
TXN04963,2024-07-10,C004,SKU001,48,13.2,0.0,633.6
TXN04979,2024-07-10,C003,SKU002,96,10.7,0.0,1027.2
TXN00055,2024-07-11,C019,SKU004,48,9.92,0.0,476.16
TXN00097,2024-07-11,C004,SKU010,12,10.2,0.0,122.4
TXN00206,2024-07-11,C006,SKU010,24,11.9,0.0,285.6
TXN00295,2024-07-11,C001,SKU003,24,10.16,0.0,243.84
TXN00311,2024-07-11,C003,SKU016,12,9.63,0.0,115.56
TXN00377,2024-07-11,C002,SKU020,12,8.56,0.0,102.72
TXN00781,2024-07-11,C008,SKU010,12,11.9,0.0,142.8
TXN00849,2024-07-11,C019,SKU006,6,9.2,0.0,55.2
TXN01367,2024-07-11,C010,SKU024,6,19.2,0.0,115.2
TXN01833,2024-07-11,C002,SKU006,12,10.17,0.0,122.04
TXN01964,2024-07-11,C004,SKU016,24,10.8,0.0,259.2
TXN02075,2024-07-11,C005,SKU020,24,9.6,0.0,230.4
TXN02085,2024-07-11,C004,SKU018,24,7.8,0.0,187.2
TXN02133,2024-07-11,C004,SKU020,96,9.6,0.0,921.6
TXN02334,2024-07-11,C005,SKU010,96,10.2,0.0,979.2
TXN02352,2024-07-11,C019,SKU012,144,12.0,0.0,1728.0
TXN02488,2024-07-11,C002,SKU006,48,9.2,0.0,441.6
TXN02550,2024-07-11,C011,SKU001,1,22.0,0.0,22.0
TXN02586,2024-07-11,C019,SKU014,24,8.47,0.0,203.28
TXN02698,2024-07-11,C002,SKU006,96,10.17,0.0,976.32
TXN02734,2024-07-11,C002,SKU006,24,10.17,0.0,244.08
TXN03175,2024-07-11,C002,SKU006,24,10.17,0.0,244.08
TXN03569,2024-07-11,C003,SKU010,48,9.1,0.0,436.8
TXN03813,2024-07-11,C019,SKU017,12,5.89,1.37,70.68
TXN04456,2024-07-11,C002,SKU002,12,10.7,0.0,128.4
TXN04485,2024-07-11,C010,SKU005,48,18.4,0.0,883.2
TXN04859,2024-07-11,C019,SKU003,24,10.16,0.0,243.84
TXN04931,2024-07-11,C019,SKU003,12,10.16,0.0,121.92
TXN00232,2024-07-12,C005,SKU015,12,10.8,0.0,129.6
TXN00476,2024-07-12,C020,SKU002,48,10.7,0.0,513.6
TXN00598,2024-07-12,C001,SKU003,96,10.16,0.0,975.36
TXN00699,2024-07-12,C015,SKU010,2,17.0,0.0,34.0
TXN00819,2024-07-12,C019,SKU005,48,11.13,0.0,534.24
TXN00824,2024-07-12,C003,SKU001,12,11.77,0.0,141.24
TXN00997,2024-07-12,C001,SKU010,24,6.93,1.3,166.32
TXN01142,2024-07-12,C001,SKU011,48,9.2,0.0,441.6
TXN01286,2024-07-12,C001,SKU006,48,9.2,0.0,441.6
TXN01358,2024-07-12,C001,SKU005,144,11.13,0.0,1602.72
TXN01515,2024-07-12,C011,SKU006,1,19.0,0.0,19.0
TXN01533,2024-07-12,C001,SKU006,6,9.2,0.0,55.2
TXN01677,2024-07-12,C019,SKU012,24,9.68,0.0,232.32
TXN01796,2024-07-12,C001,SKU020,24,7.74,0.0,185.76
TXN02520,2024-07-12,C016,SKU004,12,16.4,0.0,196.8
TXN02808,2024-07-12,C008,SKU012,48,14.0,0.0,672.0
TXN02836,2024-07-12,C004,SKU002,6,12.0,0.0,72.0
TXN02930,2024-07-12,C016,SKU005,6,18.4,0.0,110.4
TXN03242,2024-07-12,C005,SKU006,96,11.4,0.0,1094.4
TXN03315,2024-07-12,C006,SKU010,48,11.9,0.0,571.2
TXN03376,2024-07-12,C005,SKU012,144,12.0,0.0,1728.0
TXN03588,2024-07-12,C005,SKU017,48,9.0,0.0,432.0
TXN03781,2024-07-12,C019,SKU006,12,9.2,0.0,110.4
TXN03791,2024-07-12,C001,SKU024,24,24.0,0.0,576.0
TXN04010,2024-07-12,C003,SKU018,24,6.23,0.73,149.52
TXN00017,2024-07-13,C019,SKU003,24,10.16,0.0,243.84
TXN00088,2024-07-13,C003,SKU006,96,10.17,0.0,976.32
TXN00346,2024-07-13,C003,SKU001,48,11.77,0.0,564.96
TXN00547,2024-07-13,C016,SKU020,6,11.07,1.73,66.42
TXN01019,2024-07-13,C002,SKU006,12,10.17,0.0,122.04
TXN01229,2024-07-13,C020,SKU006,48,10.17,0.0,488.16
TXN01462,2024-07-13,C002,SKU022,48,25.68,0.0,1232.64
TXN02283,2024-07-13,C003,SKU002,24,10.7,0.0,256.8
TXN02626,2024-07-13,C015,SKU005,1,21.76,1.24,21.76
TXN02741,2024-07-13,C014,SKU016,3,18.0,0.0,54.0
TXN02788,2024-07-13,C008,SKU013,48,12.95,0.0,621.6
TXN02862,2024-07-13,C001,SKU021,12,13.55,0.0,162.6
TXN02960,2024-07-13,C020,SKU015,6,9.63,0.0,57.78
TXN03064,2024-07-13,C011,SKU010,2,17.0,0.0,34.0
TXN03136,2024-07-13,C002,SKU018,12,6.96,0.0,83.52
TXN03151,2024-07-13,C005,SKU014,24,10.5,0.0,252.0
TXN03549,2024-07-13,C016,SKU002,6,16.0,0.0,96.0
TXN03699,2024-07-13,C004,SKU018,24,6.71,1.09,161.04
TXN03953,2024-07-13,C001,SKU005,6,11.13,0.0,66.78
TXN03989,2024-07-13,C014,SKU008,2,72.0,0.0,144.0
TXN04341,2024-07-13,C007,SKU005,12,16.1,0.0,193.2
TXN04391,2024-07-13,C013,SKU020,1,16.0,0.0,16.0
TXN04453,2024-07-13,C014,SKU017,2,15.0,0.0,30.0
TXN04572,2024-07-13,C001,SKU009,96,31.46,0.0,3020.16
TXN04642,2024-07-13,C001,SKU018,24,6.29,0.0,150.96
TXN04675,2024-07-13,C019,SKU014,6,8.47,0.0,50.82
TXN04752,2024-07-13,C014,SKU018,2,13.0,0.0,26.0
TXN00301,2024-07-14,C012,SKU003,3,21.0,0.0,63.0
TXN00655,2024-07-14,C002,SKU006,96,10.17,0.0,976.32
TXN00810,2024-07-14,C003,SKU001,24,11.77,0.0,282.48
TXN00929,2024-07-14,C019,SKU012,24,14.0,0.0,336.0
TXN01149,2024-07-14,C002,SKU001,24,11.77,0.0,282.48
TXN01270,2024-07-14,C019,SKU006,6,9.2,0.0,55.2
TXN01435,2024-07-14,C001,SKU011,6,9.2,0.0,55.2
TXN01465,2024-07-14,C019,SKU014,48,8.47,0.0,406.56
TXN01476,2024-07-14,C006,SKU009,96,45.5,0.0,4368.0
TXN01591,2024-07-14,C001,SKU020,12,7.74,0.0,92.88
TXN01669,2024-07-14,C019,SKU013,12,8.95,0.0,107.4
TXN01702,2024-07-14,C016,SKU010,24,11.89,1.71,285.36
TXN01905,2024-07-14,C020,SKU006,24,10.17,0.0,244.08
TXN02373,2024-07-14,C012,SKU018,2,13.0,0.0,26.0
TXN02390,2024-07-14,C003,SKU003,12,11.24,0.0,134.88
TXN02396,2024-07-14,C018,SKU013,24,11.1,0.0,266.4
TXN02418,2024-07-14,C001,SKU004,12,9.92,0.0,119.04
TXN02597,2024-07-14,C001,SKU008,24,33.12,1.73,794.88
TXN02730,2024-07-14,C011,SKU003,2,21.0,0.0,42.0
TXN03431,2024-07-14,C015,SKU006,4,19.0,0.0,76.0
TXN03661,2024-07-14,C009,SKU011,12,13.21,1.99,158.52
TXN03684,2024-07-14,C017,SKU018,24,10.4,0.0,249.6
TXN03721,2024-07-14,C004,SKU010,48,10.2,0.0,489.6
TXN03746,2024-07-14,C001,SKU011,96,19.0,0.0,1824.0
TXN03887,2024-07-14,C002,SKU001,12,11.77,0.0,141.24
TXN03900,2024-07-14,C015,SKU013,1,18.5,0.0,18.5
TXN04063,2024-07-14,C001,SKU004,96,9.92,0.0,952.32
TXN04470,2024-07-14,C008,SKU022,6,33.6,0.0,201.6
TXN04555,2024-07-14,C008,SKU025,24,43.4,0.0,1041.6
TXN04715,2024-07-14,C007,SKU006,96,13.3,0.0,1276.8
TXN04867,2024-07-14,C001,SKU010,24,8.23,0.0,197.52
TXN00347,2024-07-15,C001,SKU025,24,30.01,0.0,720.24
TXN00465,2024-07-15,C003,SKU021,6,14.98,0.0,89.88
TXN00505,2024-07-15,C017,SKU022,6,38.4,0.0,230.4
TXN00769,2024-07-15,C003,SKU010,96,9.1,0.0,873.6
TXN01045,2024-07-15,C001,SKU010,6,8.23,0.0,49.38
TXN01480,2024-07-15,C004,SKU014,6,10.5,0.0,63.0
TXN01519,2024-07-15,C013,SKU001,1,22.0,0.0,22.0
TXN01709,2024-07-15,C019,SKU006,12,9.2,0.0,110.4
TXN01763,2024-07-15,C018,SKU012,12,12.0,0.0,144.0
TXN01981,2024-07-15,C006,SKU012,12,14.0,0.0,168.0
TXN02589,2024-07-15,C010,SKU004,6,16.4,0.0,98.4
